Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,y_true,proba,pred
Asia-Pacific,Razer,Laptop,M2,NVIDIA RTX 2060,4,512,macOS,White,Reseller,Debit Card,405.41,0,405.41,1,405.41,Professional,0,0.425,1
North America,MSI,Gaming Laptop,i5,Intel Iris,8,2048,macOS,White,Online,Debit Card,413.55,0,413.55,3,1240.65,Professional,0,0.4875,1
North America,Acer,All-in-One,Ryzen 7,Intel UHD,16,2048,Linux,Gray,Reseller,PayPal,2852.97,20,2282.38,3,6847.14,Gamer,1,0.345,0
Europe,Microsoft,Gaming Laptop,M2,NVIDIA RTX 2060,16,1024,macOS,Blue,Retail Store,Bank Transfer,1356.72,20,1085.38,3,3256.14,Student,1,0.3475,0
Europe,Samsung,Desktop,M2,Intel Iris,32,512,Linux,Silver,Reseller,Credit Card,1910.42,10,1719.38,3,5158.14,Professional,1,0.42,1
Europe,HP,All-in-One,M1,NVIDIA GTX 1650,4,2048,Windows 11,Black,Online,PayPal,2981.63,10,2683.47,3,8050.41,Professional,1,0.4575,1
Asia-Pacific,Apple,All-in-One,i9,AMD Radeon Vega,32,512,macOS,Silver,Retail Store,PayPal,1998.45,15,1698.68,2,3397.36,Gamer,1,0.4125,1
North America,Asus,Laptop,i5,NVIDIA RTX 2060,8,256,Windows 10,Blue,Online,PayPal,2143.3,15,1821.81,2,3643.62,Professional,1,0.4325,1
North America,Razer,Gaming Laptop,i5,Intel Iris,16,1024,Windows 10,Blue,Reseller,Credit Card,2328.96,15,1979.62,2,3959.24,Professional,0,0.3525,1
Europe,Microsoft,Desktop,Ryzen 3,Intel UHD,4,1024,Windows 10,Gray,Reseller,PayPal,830.51,0,830.51,1,830.51,Student,1,0.3975,1
Europe,Lenovo,Desktop,i9,Intel Iris,4,1024,Windows 11,White,Online,Credit Card,810.41,5,769.89,2,1539.78,Enterprise,1,0.4425,1
Asia-Pacific,Acer,All-in-One,Ryzen 5,NVIDIA RTX 2060,8,2048,Windows 11,Gray,Retail Store,Credit Card,1929.86,5,1833.37,1,1833.37,Student,1,0.37,1
North America,Asus,Desktop,Ryzen 3,NVIDIA RTX 2060,32,1024,Linux,Silver,Reseller,Bank Transfer,720.43,20,576.34,2,1152.68,Gamer,0,0.29,0
North America,Acer,Desktop,i5,Intel UHD,32,1024,macOS,Silver,Reseller,PayPal,1431.63,10,1288.47,2,2576.94,Student,0,0.3625,1
Europe,Microsoft,All-in-One,i7,NVIDIA RTX 2060,16,256,macOS,Silver,Reseller,Credit Card,597.93,20,478.34,3,1435.02,Enterprise,0,0.365,1
Asia-Pacific,Asus,Laptop,i3,NVIDIA GTX 1650,16,2048,Windows 10,Gray,Retail Store,PayPal,748.79,20,599.03,3,1797.09,Enterprise,0,0.3475,0
North America,Microsoft,Laptop,Ryzen 7,Intel UHD,16,256,Linux,Black,Online,Debit Card,660.5,0,660.5,1,660.5,Gamer,0,0.3575,1
Europe,MSI,Laptop,M2,NVIDIA RTX 3060,16,512,Windows 10,Blue,Reseller,Credit Card,2046.4,0,2046.4,1,2046.4,Enterprise,0,0.455,1
Asia-Pacific,Microsoft,Gaming Laptop,i3,NVIDIA RTX 3060,4,512,Windows 10,White,Reseller,Debit Card,2999.09,0,2999.09,3,8997.27,Gamer,0,0.39,1
Europe,MSI,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,32,512,macOS,Black,Online,Debit Card,1364.39,5,1296.17,2,2592.34,Professional,1,0.415,1
Asia-Pacific,Apple,Laptop,M1,Intel Iris,4,2048,macOS,Silver,Reseller,Bank Transfer,1035.66,5,983.88,2,1967.76,Professional,0,0.3675,1
North America,Apple,Laptop,i3,NVIDIA RTX 2060,16,256,macOS,Blue,Retail Store,PayPal,2427.62,5,2306.24,1,2306.24,Professional,1,0.4375,1
Asia-Pacific,Razer,Desktop,M1,Intel Iris,32,1024,Linux,Blue,Online,Bank Transfer,1630.37,0,1630.37,3,4891.11,Gamer,1,0.39,1
Asia-Pacific,Samsung,Gaming Laptop,M2,Intel UHD,8,2048,Windows 11,Gray,Retail Store,Debit Card,1314.4,20,1051.52,1,1051.52,Professional,1,0.35,1
Europe,Samsung,Laptop,Ryzen 9,Intel Iris,32,2048,macOS,Gray,Reseller,PayPal,1326.78,0,1326.78,1,1326.78,Gamer,0,0.285,0
Europe,Apple,Gaming Laptop,Ryzen 9,Intel Iris,32,512,macOS,Black,Online,Debit Card,1181.92,10,1063.73,2,2127.46,Professional,0,0.38,1
North America,Apple,Gaming Laptop,i5,Intel UHD,16,512,macOS,White,Retail Store,Debit Card,1565.29,20,1252.23,3,3756.69,Enterprise,0,0.4075,1
Europe,Asus,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,8,1024,macOS,Blue,Reseller,Bank Transfer,1258.8,0,1258.8,2,2517.6,Enterprise,1,0.4225,1
North America,Apple,Gaming Laptop,M2,Intel UHD,16,2048,macOS,Gray,Retail Store,PayPal,1237.82,10,1114.04,3,3342.12,Enterprise,0,0.4125,1
Europe,HP,All-in-One,Ryzen 7,AMD Radeon Vega,32,256,macOS,White,Online,Debit Card,1404.05,15,1193.44,2,2386.88,Professional,0,0.4,1
North America,Lenovo,All-in-One,i9,Intel UHD,16,512,Windows 11,White,Retail Store,PayPal,2752.22,15,2339.39,1,2339.39,Professional,1,0.4175,1
North America,Lenovo,Desktop,Ryzen 7,Intel Iris,16,2048,Linux,White,Reseller,PayPal,1341.74,20,1073.39,2,2146.78,Gamer,0,0.3425,0
Europe,Asus,Desktop,Ryzen 9,AMD Radeon Vega,16,2048,Linux,Silver,Retail Store,Credit Card,797.17,15,677.59,2,1355.18,Professional,1,0.3525,1
Europe,Lenovo,All-in-One,Ryzen 7,AMD Radeon Vega,32,2048,Windows 11,White,Retail Store,PayPal,1828.82,0,1828.82,2,3657.64,Professional,0,0.405,1
North America,Lenovo,Gaming Laptop,i3,Intel Iris,16,256,Windows 10,Gray,Online,PayPal,1702.29,10,1532.06,3,4596.18,Student,1,0.4525,1
Asia-Pacific,Apple,All-in-One,i7,AMD Radeon Vega,4,512,macOS,White,Retail Store,Credit Card,1452.1,5,1379.49,3,4138.47,Enterprise,0,0.3475,0
Europe,Microsoft,Gaming Laptop,i7,AMD Radeon Vega,32,2048,macOS,Black,Retail Store,Debit Card,2756.8,10,2481.12,3,7443.36,Gamer,0,0.4375,1
Asia-Pacific,Dell,Desktop,i3,Intel UHD,8,2048,macOS,White,Online,PayPal,2684.28,10,2415.85,3,7247.55,Professional,1,0.4975,1
Europe,HP,Desktop,i3,Intel Iris,8,256,Windows 10,Silver,Online,Credit Card,2315.01,0,2315.01,3,6945.03,Enterprise,1,0.455,1
North America,HP,Laptop,i5,Intel Iris,8,1024,Linux,Silver,Reseller,Bank Transfer,2848.49,10,2563.64,2,5127.28,Enterprise,1,0.35,1
Europe,Apple,Laptop,i3,NVIDIA RTX 2060,32,512,macOS,White,Reseller,PayPal,735.88,20,588.7,3,1766.1,Student,1,0.405,1
North America,Apple,All-in-One,Ryzen 5,NVIDIA RTX 3060,4,2048,macOS,Black,Reseller,Bank Transfer,2993.58,5,2843.9,3,8531.7,Student,1,0.3825,1
Asia-Pacific,Dell,Laptop,i5,Intel Iris,16,512,macOS,Blue,Reseller,Credit Card,1557.5,0,1557.5,3,4672.5,Gamer,0,0.44,1
Asia-Pacific,Razer,Gaming Laptop,i9,Intel Iris,8,256,Windows 10,Black,Retail Store,Bank Transfer,2667.67,10,2400.9,3,7202.7,Enterprise,0,0.3625,1
Europe,Microsoft,Gaming Laptop,i7,NVIDIA RTX 2060,4,1024,macOS,Silver,Online,Debit Card,1325.15,10,1192.64,2,2385.28,Student,0,0.42,1
Asia-Pacific,Microsoft,Laptop,i7,Intel UHD,32,1024,Linux,Black,Online,Debit Card,1742.29,0,1742.29,1,1742.29,Professional,0,0.425,1
Europe,Apple,All-in-One,M1,AMD Radeon Vega,8,2048,macOS,Silver,Online,PayPal,900.18,20,720.14,1,720.14,Professional,1,0.4675,1
Europe,HP,All-in-One,Ryzen 7,NVIDIA RTX 3060,32,2048,Linux,Silver,Online,Credit Card,2382.09,10,2143.88,1,2143.88,Enterprise,1,0.3425,0
Asia-Pacific,Microsoft,Gaming Laptop,M2,Intel Iris,4,512,Windows 11,White,Reseller,Debit Card,1328.11,20,1062.49,2,2124.98,Student,1,0.3625,1
Europe,Asus,Gaming Laptop,Ryzen 9,NVIDIA GTX 1650,32,256,Windows 10,Silver,Reseller,Bank Transfer,2306.77,20,1845.42,2,3690.84,Student,1,0.26,0
Europe,Lenovo,Laptop,M1,AMD Radeon Vega,32,1024,Windows 11,Silver,Online,Credit Card,1074.02,0,1074.02,2,2148.04,Professional,0,0.39,1
Europe,Dell,Desktop,i5,NVIDIA RTX 3060,16,512,Linux,White,Retail Store,Credit Card,2005.9,0,2005.9,2,4011.8,Student,1,0.5125,1
Asia-Pacific,Apple,Gaming Laptop,i3,AMD Radeon Vega,16,512,macOS,Black,Retail Store,Bank Transfer,761.4,0,761.4,3,2284.2,Student,1,0.395,1
Europe,Acer,All-in-One,i5,Intel UHD,16,1024,macOS,Black,Reseller,Bank Transfer,496.46,5,471.64,3,1414.92,Gamer,1,0.385,1
Asia-Pacific,MSI,Laptop,Ryzen 5,AMD Radeon Vega,32,256,Windows 10,White,Retail Store,Credit Card,1682.56,10,1514.3,3,4542.9,Enterprise,0,0.3525,1
North America,Dell,All-in-One,i7,Intel Iris,16,256,macOS,Black,Online,Bank Transfer,2972.32,5,2823.7,1,2823.7,Professional,1,0.4975,1
Europe,Dell,Laptop,Ryzen 7,Intel Iris,32,1024,macOS,Black,Retail Store,Debit Card,2539.53,10,2285.58,3,6856.74,Professional,0,0.475,1
Europe,HP,All-in-One,M2,Intel UHD,16,1024,macOS,White,Retail Store,Bank Transfer,2509.66,10,2258.69,1,2258.69,Enterprise,1,0.3975,1
Asia-Pacific,Acer,All-in-One,i7,NVIDIA RTX 2060,8,512,macOS,White,Retail Store,Debit Card,913.66,0,913.66,2,1827.32,Student,1,0.34,0
Europe,Acer,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,16,1024,Windows 11,Black,Retail Store,Debit Card,1948.11,0,1948.11,1,1948.11,Enterprise,0,0.455,1
Europe,Acer,All-in-One,Ryzen 3,NVIDIA GTX 1650,8,1024,Windows 10,Silver,Reseller,Debit Card,441.1,5,419.05,3,1257.15,Professional,0,0.365,1
Asia-Pacific,Dell,All-in-One,M1,NVIDIA RTX 3060,32,1024,Windows 11,Gray,Online,Bank Transfer,1927.05,15,1637.99,3,4913.97,Enterprise,1,0.4025,1
Asia-Pacific,HP,Laptop,i3,NVIDIA GTX 1650,16,512,Linux,Silver,Reseller,PayPal,2513.98,20,2011.18,1,2011.18,Student,1,0.48,1
Europe,Razer,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,macOS,Silver,Online,PayPal,1819.24,20,1455.39,2,2910.78,Gamer,0,0.375,1
Asia-Pacific,Lenovo,All-in-One,i7,Intel Iris,8,1024,macOS,Blue,Retail Store,Bank Transfer,1259.49,10,1133.54,2,2267.08,Gamer,0,0.4675,1
North America,Acer,Desktop,Ryzen 5,Intel UHD,4,256,Windows 11,Gray,Reseller,Debit Card,1124.28,10,1011.85,3,3035.55,Enterprise,0,0.3725,1
Europe,HP,All-in-One,M2,NVIDIA RTX 3060,16,256,Windows 10,Silver,Online,Bank Transfer,963.14,20,770.51,2,1541.02,Professional,1,0.345,0
North America,Razer,Desktop,i5,NVIDIA GTX 1650,32,512,Windows 10,Silver,Online,Debit Card,2194.95,5,2085.2,2,4170.4,Professional,1,0.3775,1
North America,Razer,Laptop,Ryzen 3,NVIDIA RTX 2060,16,512,macOS,Black,Online,PayPal,1128.08,20,902.46,3,2707.38,Enterprise,0,0.485,1
Europe,Samsung,Gaming Laptop,i7,Intel UHD,8,256,Windows 11,White,Retail Store,Debit Card,994.88,0,994.88,2,1989.76,Gamer,0,0.32,0
Asia-Pacific,Asus,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,32,512,Windows 11,Silver,Retail Store,Credit Card,1938.77,20,1551.02,3,4653.06,Professional,0,0.35,1
Asia-Pacific,Samsung,All-in-One,M1,AMD Radeon Vega,32,256,Windows 10,Blue,Online,Credit Card,2167.43,15,1842.32,3,5526.96,Student,1,0.3775,1
Asia-Pacific,Lenovo,Desktop,M2,Intel Iris,32,2048,Linux,Black,Reseller,PayPal,576.76,0,576.76,1,576.76,Gamer,1,0.3925,1
North America,Samsung,Desktop,i5,AMD Radeon Vega,4,1024,Windows 10,Black,Reseller,Bank Transfer,1005.63,10,905.07,3,2715.21,Gamer,0,0.3125,0
Europe,Acer,Desktop,Ryzen 7,Intel Iris,4,256,Windows 11,Silver,Reseller,Debit Card,1986.83,5,1887.49,2,3774.98,Gamer,1,0.41,1
Asia-Pacific,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,512,Windows 11,Gray,Retail Store,PayPal,1566.68,5,1488.35,3,4465.05,Student,1,0.34,0
North America,Samsung,All-in-One,M2,NVIDIA RTX 2060,16,256,Linux,Silver,Reseller,Debit Card,2684.69,0,2684.69,2,5369.38,Gamer,0,0.44,1
North America,Razer,Desktop,i3,NVIDIA RTX 3060,4,1024,Linux,Blue,Retail Store,Credit Card,2655.9,15,2257.51,1,2257.51,Gamer,1,0.41,1
Europe,Razer,Desktop,Ryzen 5,Intel Iris,32,256,macOS,Gray,Online,Debit Card,1267.3,0,1267.3,1,1267.3,Gamer,0,0.315,0
Europe,Acer,All-in-One,Ryzen 7,Intel Iris,4,256,Linux,Silver,Retail Store,Bank Transfer,902.49,20,721.99,3,2165.97,Gamer,0,0.325,0
Europe,Dell,Laptop,Ryzen 5,NVIDIA RTX 2060,4,512,Windows 11,Blue,Online,Bank Transfer,1937.67,10,1743.9,3,5231.7,Professional,1,0.42,1
North America,Samsung,Gaming Laptop,i9,NVIDIA GTX 1650,8,1024,Linux,White,Online,Debit Card,2801.87,10,2521.68,2,5043.36,Enterprise,0,0.395,1
Europe,Lenovo,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,Linux,Blue,Retail Store,Credit Card,507.13,5,481.77,2,963.54,Gamer,0,0.385,1
North America,Acer,Laptop,M1,NVIDIA RTX 2060,16,256,macOS,Black,Retail Store,Credit Card,2123.94,5,2017.74,2,4035.48,Professional,0,0.345,0
Europe,Lenovo,All-in-One,i7,NVIDIA GTX 1650,4,512,Linux,Black,Online,Credit Card,1445.83,15,1228.96,3,3686.88,Enterprise,1,0.415,1
Europe,Apple,Laptop,M1,NVIDIA RTX 3060,4,256,macOS,Gray,Retail Store,Debit Card,1524.94,15,1296.2,1,1296.2,Student,1,0.405,1
Europe,Lenovo,Desktop,Ryzen 9,NVIDIA RTX 3060,4,512,Linux,Blue,Retail Store,Credit Card,2412.24,10,2171.02,3,6513.06,Professional,0,0.425,1
North America,Apple,Gaming Laptop,i3,AMD Radeon Vega,16,2048,macOS,Black,Retail Store,PayPal,1589.61,15,1351.17,3,4053.51,Enterprise,1,0.435,1
Europe,Asus,Desktop,Ryzen 7,AMD Radeon Vega,8,2048,macOS,Blue,Reseller,Credit Card,782.8,10,704.52,2,1409.04,Professional,0,0.415,1
Asia-Pacific,Asus,Laptop,i3,Intel UHD,4,256,Windows 10,Black,Retail Store,Debit Card,2884.95,10,2596.45,2,5192.9,Student,0,0.4325,1
North America,Apple,Laptop,i9,Intel UHD,8,512,macOS,White,Reseller,PayPal,1576.45,5,1497.63,2,2995.26,Student,1,0.5,1
North America,HP,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,8,1024,Windows 11,Silver,Online,Debit Card,873.93,5,830.23,3,2490.69,Student,0,0.5225,1
Europe,Razer,Gaming Laptop,Ryzen 7,Intel Iris,32,512,Linux,Gray,Reseller,PayPal,1362.55,20,1090.04,2,2180.08,Gamer,0,0.365,1
Europe,Razer,All-in-One,M2,Intel UHD,4,1024,Linux,Blue,Retail Store,Bank Transfer,1180.52,0,1180.52,3,3541.56,Professional,0,0.325,0
North America,Acer,Laptop,Ryzen 3,Intel UHD,4,1024,Windows 10,White,Retail Store,Debit Card,2325.51,5,2209.23,3,6627.69,Enterprise,1,0.44,1
Asia-Pacific,Apple,Gaming Laptop,Ryzen 3,Intel UHD,8,1024,macOS,White,Retail Store,Credit Card,996.2,15,846.77,3,2540.31,Enterprise,1,0.3775,1
North America,Microsoft,Gaming Laptop,Ryzen 9,Intel Iris,16,512,macOS,Silver,Reseller,Bank Transfer,2218.34,5,2107.42,2,4214.84,Student,0,0.4325,1
Asia-Pacific,Apple,Desktop,i7,NVIDIA GTX 1650,8,2048,macOS,Black,Retail Store,Bank Transfer,1684.02,20,1347.22,1,1347.22,Student,0,0.3125,0
North America,Asus,All-in-One,M2,NVIDIA GTX 1650,8,2048,Windows 10,Black,Online,Debit Card,2905.03,0,2905.03,1,2905.03,Gamer,1,0.3125,0
Asia-Pacific,Apple,Laptop,Ryzen 9,NVIDIA GTX 1650,32,256,macOS,Gray,Online,Debit Card,1094.01,20,875.21,3,2625.63,Gamer,0,0.3525,1
Asia-Pacific,Microsoft,Laptop,Ryzen 5,NVIDIA RTX 2060,8,256,macOS,Blue,Retail Store,PayPal,756.95,10,681.26,1,681.26,Student,0,0.3925,1
Asia-Pacific,HP,Gaming Laptop,Ryzen 7,Intel UHD,16,1024,Windows 10,Gray,Online,PayPal,1844.4,5,1752.18,2,3504.36,Gamer,1,0.4125,1
Europe,Lenovo,Gaming Laptop,Ryzen 9,NVIDIA GTX 1650,16,256,Linux,White,Online,Debit Card,1855.86,15,1577.48,1,1577.48,Enterprise,0,0.33,0
North America,Acer,Laptop,Ryzen 5,AMD Radeon Vega,32,2048,Windows 10,White,Online,Bank Transfer,932.56,10,839.3,2,1678.6,Student,0,0.43,1
Europe,HP,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,4,1024,Windows 10,Gray,Retail Store,Credit Card,1740.77,10,1566.69,1,1566.69,Enterprise,1,0.2825,0
North America,Apple,Laptop,i7,NVIDIA GTX 1650,4,2048,macOS,Gray,Retail Store,PayPal,856.09,5,813.29,3,2439.87,Professional,0,0.4625,1
Europe,Asus,Desktop,M2,AMD Radeon Vega,32,512,macOS,Gray,Online,Debit Card,1096.82,15,932.3,2,1864.6,Enterprise,1,0.42,1
Asia-Pacific,MSI,Gaming Laptop,i3,Intel UHD,32,512,macOS,White,Reseller,Bank Transfer,2407.13,5,2286.77,2,4573.54,Gamer,0,0.4,1
North America,Lenovo,Gaming Laptop,Ryzen 5,Intel Iris,8,2048,Windows 10,Black,Online,PayPal,518.58,20,414.86,3,1244.58,Student,0,0.38,1
Europe,Razer,All-in-One,i3,NVIDIA GTX 1650,8,2048,macOS,Gray,Reseller,Credit Card,533.12,15,453.15,2,906.3,Student,0,0.325,0
North America,MSI,Laptop,i3,NVIDIA RTX 3060,32,256,Linux,Blue,Online,PayPal,1857.41,15,1578.8,2,3157.6,Gamer,0,0.4175,1
Asia-Pacific,Samsung,Gaming Laptop,i3,Intel UHD,4,2048,Windows 11,White,Online,Bank Transfer,1561.64,10,1405.48,3,4216.44,Professional,1,0.31,0
Europe,Acer,Desktop,i7,NVIDIA GTX 1650,4,2048,Windows 10,Blue,Reseller,Debit Card,604.65,15,513.95,1,513.95,Gamer,0,0.275,0
North America,Acer,Gaming Laptop,i3,Intel Iris,4,2048,Windows 11,White,Online,Debit Card,647.57,20,518.06,1,518.06,Professional,0,0.375,1
Europe,MSI,Desktop,i3,Intel Iris,16,512,Linux,White,Retail Store,Bank Transfer,2274.17,15,1933.04,3,5799.12,Enterprise,1,0.415,1
Europe,Acer,Gaming Laptop,Ryzen 5,Intel Iris,8,1024,Linux,Black,Retail Store,Bank Transfer,1385.48,10,1246.93,3,3740.79,Enterprise,0,0.4175,1
North America,Acer,Laptop,Ryzen 3,Intel UHD,16,1024,Linux,Silver,Online,PayPal,2792.07,15,2373.26,2,4746.52,Gamer,1,0.425,1
North America,Dell,Gaming Laptop,Ryzen 9,NVIDIA RTX 3060,16,1024,macOS,Gray,Retail Store,PayPal,1346.01,15,1144.11,2,2288.22,Student,0,0.415,1
Europe,Razer,Laptop,i3,Intel UHD,16,512,macOS,Blue,Reseller,Debit Card,2790.29,15,2371.75,3,7115.25,Student,0,0.4975,1
Asia-Pacific,Razer,All-in-One,i7,Intel Iris,8,2048,Linux,Silver,Reseller,Debit Card,2683.07,5,2548.92,1,2548.92,Professional,0,0.435,1
Asia-Pacific,Microsoft,Gaming Laptop,M2,NVIDIA RTX 3060,4,256,macOS,Black,Retail Store,PayPal,1955.64,0,1955.64,1,1955.64,Student,0,0.4275,1
Asia-Pacific,Razer,Laptop,M1,AMD Radeon Vega,8,256,macOS,Black,Online,PayPal,638.88,5,606.94,2,1213.88,Enterprise,1,0.57,1
Europe,Samsung,Desktop,i3,Intel Iris,32,512,macOS,Black,Online,Bank Transfer,913.65,5,867.97,1,867.97,Professional,0,0.45,1
North America,Dell,All-in-One,i3,AMD Radeon Vega,4,2048,Linux,White,Retail Store,Credit Card,2577.07,20,2061.66,1,2061.66,Student,0,0.485,1
Europe,Apple,Laptop,M1,NVIDIA RTX 2060,8,512,macOS,White,Retail Store,Debit Card,1693.28,15,1439.29,3,4317.87,Student,0,0.385,1
Europe,HP,All-in-One,i5,NVIDIA GTX 1650,8,1024,Windows 10,Silver,Online,Debit Card,2457.01,15,2088.46,3,6265.38,Enterprise,1,0.4525,1
Asia-Pacific,Dell,Desktop,i7,Intel UHD,16,512,macOS,Black,Reseller,PayPal,2118.04,5,2012.14,2,4024.28,Gamer,1,0.45,1
Asia-Pacific,Microsoft,Desktop,i7,NVIDIA RTX 2060,8,2048,Windows 11,Silver,Retail Store,Credit Card,2875.73,5,2731.94,2,5463.88,Student,0,0.415,1
Asia-Pacific,Dell,Desktop,M1,AMD Radeon Vega,8,2048,Windows 11,Black,Online,Credit Card,1386.58,20,1109.26,1,1109.26,Enterprise,1,0.52,1
North America,Microsoft,Desktop,i3,Intel UHD,32,2048,macOS,Gray,Reseller,Bank Transfer,1910.07,0,1910.07,3,5730.21,Student,0,0.3575,1
Asia-Pacific,Lenovo,All-in-One,M2,NVIDIA RTX 2060,16,2048,Windows 11,Black,Retail Store,Bank Transfer,2141.82,20,1713.46,3,5140.38,Enterprise,1,0.4175,1
Europe,HP,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,16,2048,Windows 10,Silver,Online,Credit Card,871.57,10,784.41,3,2353.23,Student,0,0.295,0
Asia-Pacific,Dell,Gaming Laptop,i9,AMD Radeon Vega,8,512,macOS,White,Reseller,PayPal,1769.52,15,1504.09,1,1504.09,Student,1,0.395,1
Asia-Pacific,Lenovo,All-in-One,i9,Intel Iris,32,2048,Windows 11,Black,Reseller,PayPal,945.32,10,850.79,1,850.79,Professional,1,0.4325,1
Europe,Razer,All-in-One,i9,NVIDIA GTX 1650,32,1024,Windows 10,White,Reseller,Debit Card,1448.52,0,1448.52,1,1448.52,Gamer,0,0.315,0
Europe,Lenovo,Laptop,Ryzen 9,Intel UHD,32,1024,Windows 11,Silver,Retail Store,PayPal,1566.4,5,1488.08,2,2976.16,Professional,0,0.3975,1
Europe,Apple,Desktop,Ryzen 9,NVIDIA RTX 2060,4,2048,macOS,Black,Retail Store,Bank Transfer,1252.34,20,1001.87,3,3005.61,Professional,0,0.3725,1
North America,Razer,All-in-One,Ryzen 3,Intel Iris,4,256,Windows 11,Black,Online,Bank Transfer,610.87,5,580.33,3,1740.99,Gamer,0,0.4,1
North America,Razer,Desktop,Ryzen 9,NVIDIA RTX 3060,4,512,Windows 11,Gray,Reseller,Bank Transfer,2383.96,15,2026.37,1,2026.37,Professional,1,0.36,1
Europe,Razer,All-in-One,Ryzen 9,NVIDIA RTX 3060,8,2048,Linux,Black,Retail Store,Debit Card,1733.68,15,1473.63,2,2947.26,Enterprise,0,0.4025,1
North America,Apple,All-in-One,i3,NVIDIA GTX 1650,4,512,macOS,Gray,Reseller,Debit Card,1062.5,5,1009.38,1,1009.38,Student,0,0.3725,1
Europe,Razer,Gaming Laptop,i7,NVIDIA GTX 1650,8,256,Linux,Gray,Online,PayPal,1684.59,0,1684.59,2,3369.18,Professional,0,0.4425,1
Europe,Acer,Desktop,M1,Intel Iris,32,1024,macOS,Silver,Reseller,Credit Card,847.07,0,847.07,3,2541.21,Enterprise,0,0.395,1
Europe,Acer,Gaming Laptop,i7,NVIDIA RTX 3060,32,1024,Linux,Silver,Reseller,Debit Card,1267.5,5,1204.12,1,1204.12,Enterprise,1,0.3475,0
Europe,Razer,All-in-One,M2,Intel UHD,32,256,Linux,Gray,Online,Debit Card,444.63,15,377.94,3,1133.82,Professional,0,0.425,1
North America,Apple,All-in-One,Ryzen 5,NVIDIA GTX 1650,32,1024,macOS,White,Retail Store,PayPal,2404.01,20,1923.21,3,5769.63,Professional,1,0.5225,1
North America,Dell,Laptop,i9,NVIDIA RTX 3060,16,256,Linux,Black,Reseller,Bank Transfer,2759.66,5,2621.68,1,2621.68,Student,1,0.445,1
Europe,Microsoft,All-in-One,i3,Intel UHD,4,512,macOS,Blue,Online,Debit Card,1859.54,0,1859.54,2,3719.08,Student,1,0.3975,1
Asia-Pacific,Microsoft,All-in-One,i7,NVIDIA RTX 3060,16,256,Windows 11,Blue,Reseller,Credit Card,2526.54,20,2021.23,2,4042.46,Enterprise,0,0.4225,1
North America,MSI,Desktop,Ryzen 7,NVIDIA RTX 3060,32,512,Linux,White,Online,Debit Card,2307.88,20,1846.3,3,5538.9,Gamer,1,0.335,0
Europe,Samsung,Laptop,Ryzen 9,NVIDIA RTX 2060,16,1024,macOS,Black,Online,Bank Transfer,2562.03,10,2305.83,3,6917.49,Gamer,0,0.3925,1
Europe,Apple,Gaming Laptop,M2,Intel Iris,8,1024,macOS,Black,Retail Store,PayPal,2885.49,20,2308.39,2,4616.78,Professional,1,0.445,1
Europe,Microsoft,Gaming Laptop,M2,NVIDIA GTX 1650,4,1024,Linux,White,Online,Debit Card,2259.38,20,1807.5,3,5422.5,Enterprise,0,0.355,1
North America,Apple,All-in-One,Ryzen 9,NVIDIA RTX 3060,4,512,macOS,Silver,Online,PayPal,2820.88,0,2820.88,3,8462.64,Gamer,1,0.365,1
Europe,Apple,Desktop,Ryzen 7,Intel Iris,8,256,macOS,Black,Reseller,PayPal,1771.36,10,1594.22,2,3188.44,Student,1,0.4025,1
Europe,Lenovo,Laptop,M1,Intel UHD,16,256,Linux,Gray,Reseller,PayPal,2160.2,0,2160.2,3,6480.6,Professional,0,0.4625,1
North America,Lenovo,All-in-One,Ryzen 9,NVIDIA RTX 2060,4,256,Linux,Gray,Online,Credit Card,2580.88,0,2580.88,2,5161.76,Gamer,0,0.4175,1
Asia-Pacific,Apple,All-in-One,i5,AMD Radeon Vega,32,256,macOS,White,Reseller,Bank Transfer,1039.07,5,987.12,3,2961.36,Gamer,0,0.385,1
Europe,Dell,Gaming Laptop,Ryzen 9,Intel Iris,16,2048,Linux,White,Reseller,Credit Card,1948.21,5,1850.8,1,1850.8,Gamer,0,0.305,0
North America,Microsoft,Laptop,i9,NVIDIA RTX 3060,8,2048,Linux,Silver,Online,PayPal,1217.41,15,1034.8,3,3104.4,Enterprise,0,0.3875,1
Europe,MSI,All-in-One,Ryzen 5,NVIDIA RTX 3060,32,2048,Windows 11,Blue,Online,Bank Transfer,1692.7,10,1523.43,3,4570.29,Gamer,1,0.3675,1
Europe,Acer,All-in-One,M2,NVIDIA GTX 1650,32,1024,Windows 11,White,Reseller,Debit Card,869.69,10,782.72,2,1565.44,Student,0,0.4175,1
